ym,crime,sexo,faixa,occ_1_vitima
2023-02,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","IGNORADO",1
2023-02,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",1
2023-02,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",1
2023-02,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",3
2023-02,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",2
2023-02,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",1
2023-02,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",3
2023-02,"TRANSITO","IGNORADO","18-24",1
2023-02,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","18-24",1
2023-02,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",1
2023-02,"LETAIS_E_VIOLENTOS","FEMININO","0-12",1
2023-02,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","IGNORADO",1
2023-02,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","IGNORADO",1
2023-02,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",1
2023-02,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",1
2023-03,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1781
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",651
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",2497
2023-03,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1742
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1895
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",4031
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2488
2023-03,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1019
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1351
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",486
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1497
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",196
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1550
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",431
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",279
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",976
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",4690
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",2321
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",205
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",75
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",2
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",123
2023-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1607
2023-03,"TRANSITO","FEMININO","25-39",361
2023-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",473
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",599
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1643
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",401
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",133
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",150
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",73
2023-03,"TRANSITO","MASCULINO","40-59",622
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",510
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",11
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",63
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",177
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",439
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",100
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",575
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",3
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",1068
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",733
2023-03,"TRANSITO","FEMININO","18-24",160
2023-03,"TRANSITO","MASCULINO","18-24",449
2023-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",880
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",441
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",402
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",64
2023-03,"LETAIS_E_VIOLENTOS","FEMININO","25-39",11
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",144
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",482
2023-03,"TRANSITO","MASCULINO","60+",236
2023-03,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",103
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",282
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",289
2023-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",93
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",525
2023-03,"TRANSITO","FEMININO","40-59",355
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",110
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",179
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",5
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",11
2023-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1583
2023-03,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",167
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",115
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",954
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",62
2023-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",135
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",39
2023-03,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",143
2023-03,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",22
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",312
2023-03,"TRANSITO","MASCULINO","25-39",737
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",98
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",8
2023-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",56
2023-03,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",568
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",2
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",44
2023-03,"TRANSITO","FEMININO","60+",95
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",15
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",67
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",71
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",43
2023-03,"TRANSITO","FEMININO","13-17",28
2023-03,"TRANSITO","MASCULINO","0-12",32
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",9
2023-03,"ARMAS_E_MUNICOES","MASCULINO","IGNORADO",3
2023-03,"ARMAS_E_MUNICOES","FEMININO","25-39",30
2023-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",13
2023-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",18
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","IGNORADO",1
2023-03,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",18
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",40
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",15
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",59
2023-03,"TRANSITO","MASCULINO","13-17",38
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",62
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",9
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",34
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",18
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",8
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",15
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",39
2023-03,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",6
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",83
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",25
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",10
2023-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",6
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",5
2023-03,"TRANSITO","IGNORADO","25-39",1
2023-03,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",2
2023-03,"ARMAS_E_MUNICOES","MASCULINO","60+",10
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",15
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",8
2023-03,"ARMAS_E_MUNICOES","MASCULINO","18-24",14
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","IGNORADO",15
2023-03,"ARMAS_E_MUNICOES","MASCULINO","25-39",19
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","60+",9
2023-03,"ARMAS_E_MUNICOES","MASCULINO","40-59",25
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",8
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",6
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",15
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",12
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",14
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","IGNORADO","40-59",1
2023-03,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",1
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",8
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",38
2023-03,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",18
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",3
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",3
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",3
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",4
2023-03,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",11
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",5
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",1
2023-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",13
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","IGNORADO",1
2023-03,"ARMAS_E_MUNICOES","FEMININO","40-59",11
2023-03,"TRANSITO","FEMININO","0-12",17
2023-03,"LETAIS_E_VIOLENTOS","FEMININO","0-12",3
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",8
2023-03,"LETAIS_E_VIOLENTOS","FEMININO","13-17",2
2023-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",6
2023-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",1
2023-03,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",3
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",4
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",4
2023-03,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",6
2023-03,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","IGNORADO",3
2023-03,"LETAIS_E_VIOLENTOS","FEMININO","40-59",3
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","IGNORADO",2
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",15
2023-03,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",2
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","0-12",6
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","25-39",2
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","60+",1
2023-03,"ARMAS_E_MUNICOES","FEMININO","60+",3
2023-03,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",1
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",12
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",2
2023-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",5
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",3
2023-03,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","60+",1
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",14
2023-03,"LETAIS_E_VIOLENTOS","FEMININO","60+",4
2023-03,"ARMAS_E_MUNICOES","FEMININO","18-24",8
2023-03,"LETAIS_E_VIOLENTOS","FEMININO","18-24",6
2023-03,"ORDEM_PUBLICA_E_OUTROS","FEMININO","IGNORADO",2
2023-03,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",1
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",1
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",2
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","18-24",3
2023-03,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","IGNORADO",3
2023-03,"LETAIS_E_VIOLENTOS","MASCULINO","IGNORADO",2
2023-03,"FRAUDES_E_FE_PUBLICA","IGNORADO","IGNORADO",2
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",4
2023-03,"ARMAS_E_MUNICOES","MASCULINO","13-17",2
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",2
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",1
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","18-24",1
2023-03,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",1
2023-03,"ARMAS_E_MUNICOES","FEMININO","13-17",1
2023-03,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","IGNORADO","18-24",1
2023-03,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",1
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","0-12",1
2023-03,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",2
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",413
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1394
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1366
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",3895
2023-04,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",73
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1169
2023-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",11
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2153
2023-04,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",46
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",471
2023-04,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",835
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3402
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1761
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",811
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",369
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",827
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",565
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",601
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1397
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",122
2023-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",28
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",2189
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",69
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",457
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",1964
2023-04,"TRANSITO","FEMININO","40-59",319
2023-04,"TRANSITO","MASCULINO","40-59",561
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",433
2023-04,"TRANSITO","MASCULINO","25-39",711
2023-04,"TRANSITO","MASCULINO","18-24",434
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",79
2023-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1363
2023-04,"TRANSITO","MASCULINO","60+",198
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",961
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",145
2023-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",5
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",46
2023-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",450
2023-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",329
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",32
2023-04,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",3
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",126
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",270
2023-04,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1595
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",668
2023-04,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",36
2023-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",102
2023-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",499
2023-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",73
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",55
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",74
2023-04,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",99
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",42
2023-04,"ARMAS_E_MUNICOES","MASCULINO","40-59",23
2023-04,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1517
2023-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",91
2023-04,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",432
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",242
2023-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1517
2023-04,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",103
2023-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",232
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",190
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",83
2023-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",765
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",4
2023-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",514
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",11
2023-04,"TRANSITO","MASCULINO","0-12",24
2023-04,"TRANSITO","FEMININO","18-24",154
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",81
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",183
2023-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",414
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",61
2023-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",205
2023-04,"TRANSITO","FEMININO","25-39",355
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",5
2023-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",132
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",26
2023-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",36
2023-04,"TRANSITO","FEMININO","13-17",24
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",41
2023-04,"TRANSITO","FEMININO","60+",118
2023-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",6
2023-04,"TRANSITO","MASCULINO","13-17",44
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",114
2023-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","IGNORADO",12
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",331
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",13
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",103
2023-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",25
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",14
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",13
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",10
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",54
2023-04,"ARMAS_E_MUNICOES","MASCULINO","60+",9
2023-04,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",19
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",18
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",1
2023-04,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",29
2023-04,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",21
2023-04,"LETAIS_E_VIOLENTOS","MASCULINO","60+",9
2023-04,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",10
2023-04,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",8
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",6
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",42
2023-04,"ARMAS_E_MUNICOES","FEMININO","25-39",4
2023-04,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",16
2023-04,"ARMAS_E_MUNICOES","MASCULINO","25-39",22
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",4
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",8
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",6
2023-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",7
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",7
2023-04,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",5
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",6
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",9
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",10
2023-04,"TRANSITO","FEMININO","0-12",15
2023-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",2
2023-04,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",34
2023-04,"LETAIS_E_VIOLENTOS","FEMININO","IGNORADO",1
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",5
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",5
2023-04,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",8
2023-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",6
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",10
2023-04,"ARMAS_E_MUNICOES","MASCULINO","18-24",8
2023-04,"LETAIS_E_VIOLENTOS","FEMININO","40-59",6
2023-04,"LETAIS_E_VIOLENTOS","FEMININO","25-39",4
2023-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",3
2023-04,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",5
2023-04,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",17
2023-04,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",2
2023-04,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",1
2023-04,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",1
2023-04,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",5
2023-04,"ARMAS_E_MUNICOES","MASCULINO","IGNORADO",1
2023-04,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",3
2023-04,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",2
2023-04,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",2
2023-04,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",20
2023-04,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","60+",2
